代码,简称,时间,周单位净值(元)
510180.OF,180ETF,2014-08-22,2.1136
510180.OF,180ETF,2014-08-29,2.0943
510180.OF,180ETF,2014-09-05,2.1950
510180.OF,180ETF,2014-09-12,2.1822
510180.OF,180ETF,2014-09-19,2.1212
510180.OF,180ETF,2014-09-26,2.1262
510180.OF,180ETF,2014-10-03,2.1383
510180.OF,180ETF,2014-10-10,2.1474
510180.OF,180ETF,2014-10-17,2.1266
510180.OF,180ETF,2014-10-24,2.0878
510180.OF,180ETF,2014-10-31,2.1915
510180.OF,180ETF,2014-11-07,2.1799
510180.OF,180ETF,2014-11-14,2.2700
510180.OF,180ETF,2014-11-21,2.2691
510180.OF,180ETF,2014-11-28,2.4876
510180.OF,180ETF,2014-12-05,2.7881
510180.OF,180ETF,2014-12-12,2.8232
510180.OF,180ETF,2014-12-19,3.0354
510180.OF,180ETF,2014-12-26,3.1103
510180.OF,180ETF,2015-01-02,3.2075
510180.OF,180ETF,2015-01-09,3.2003
510180.OF,180ETF,2015-01-16,3.2889
510180.OF,180ETF,2015-01-23,3.2140
510180.OF,180ETF,2015-01-30,3.0606
510180.OF,180ETF,2015-02-06,2.9559
510180.OF,180ETF,2015-02-13,3.0888
510180.OF,180ETF,2015-02-20,3.1260
510180.OF,180ETF,2015-02-27,3.1712
510180.OF,180ETF,2015-03-06,3.0724
510180.OF,180ETF,2015-03-13,3.2066
510180.OF,180ETF,2015-03-20,3.4541
510180.OF,180ETF,2015-03-27,3.5036
510180.OF,180ETF,2015-04-03,3.6644
510180.OF,180ETF,2015-04-10,3.8325
510180.OF,180ETF,2015-04-17,4.1071
510180.OF,180ETF,2015-04-24,4.1640
510180.OF,180ETF,2015-05-01,4.2192
510180.OF,180ETF,2015-05-08,4.0413
510180.OF,180ETF,2015-05-15,4.0665
510180.OF,180ETF,2015-05-22,4.3327
510180.OF,180ETF,2015-05-29,4.2034
510180.OF,180ETF,2015-06-05,4.5414
510180.OF,180ETF,2015-06-12,4.6289
510180.OF,180ETF,2015-06-19,4.0217
510180.OF,180ETF,2015-06-26,3.7699
510180.OF,180ETF,2015-07-03,3.3933
510180.OF,180ETF,2015-07-10,3.6734
510180.OF,180ETF,2015-07-17,3.6708
510180.OF,180ETF,2015-07-24,3.6875
510180.OF,180ETF,2015-07-31,3.3512
510180.OF,180ETF,2015-08-07,3.4214
510180.OF,180ETF,2015-08-14,3.5682
510180.OF,180ETF,2015-08-21,3.1465
510180.OF,180ETF,2015-08-28,2.9409
510180.OF,180ETF,2015-09-04,2.9764
510180.OF,180ETF,2015-09-11,2.9623
510180.OF,180ETF,2015-09-18,2.9163
510180.OF,180ETF,2015-09-25,2.8983
510180.OF,180ETF,2015-10-02,2.8599
510180.OF,180ETF,2015-10-09,2.9742
510180.OF,180ETF,2015-10-16,3.1398
510180.OF,180ETF,2015-10-23,3.1642
510180.OF,180ETF,2015-10-30,3.1266
510180.OF,180ETF,2015-11-06,3.3482
510180.OF,180ETF,2015-11-13,3.2992
510180.OF,180ETF,2015-11-20,3.2746
510180.OF,180ETF,2015-11-27,3.0910
510180.OF,180ETF,2015-12-04,3.1749
510180.OF,180ETF,2015-12-11,3.1043
510180.OF,180ETF,2015-12-18,3.2252
510180.OF,180ETF,2015-12-25,3.2956
510180.OF,180ETF,2016-01-01,3.2029
510180.OF,180ETF,2016-01-08,2.9046
510180.OF,180ETF,2016-01-15,2.6803
510180.OF,180ETF,2016-01-22,2.6745
510180.OF,180ETF,2016-01-29,2.5253
510180.OF,180ETF,2016-02-05,2.5356
510180.OF,180ETF,2016-02-19,2.6031
510180.OF,180ETF,2016-02-26,2.5261
510180.OF,180ETF,2016-03-04,2.6947
510180.OF,180ETF,2016-03-11,2.6203
510180.OF,180ETF,2016-03-18,2.7399
510180.OF,180ETF,2016-03-25,2.7553
510180.OF,180ETF,2016-04-01,2.7815
510180.OF,180ETF,2016-04-08,2.7381
510180.OF,180ETF,2016-04-15,2.8161
510180.OF,180ETF,2016-04-22,2.7439
510180.OF,180ETF,2016-04-29,2.7193
510180.OF,180ETF,2016-05-06,2.6959
510180.OF,180ETF,2016-05-13,2.6474
510180.OF,180ETF,2016-05-20,2.6514
510180.OF,180ETF,2016-05-27,2.6367
510180.OF,180ETF,2016-06-03,2.7391
510180.OF,180ETF,2016-06-10,2.7236
510180.OF,180ETF,2016-06-17,2.6851
510180.OF,180ETF,2016-06-24,2.6571
510180.OF,180ETF,2016-07-01,2.7266
510180.OF,180ETF,2016-07-08,2.7866
510180.OF,180ETF,2016-07-15,2.8697
510180.OF,180ETF,2016-07-22,2.8262
510180.OF,180ETF,2016-07-29,2.8227
510180.OF,180ETF,2016-08-05,2.8167
510180.OF,180ETF,2016-08-12,2.8993
510180.OF,180ETF,2016-08-19,2.9520
510180.OF,180ETF,2016-08-26,2.9049
510180.OF,180ETF,2016-09-02,2.9147
510180.OF,180ETF,2016-09-09,2.9125
510180.OF,180ETF,2016-09-16,2.8452
510180.OF,180ETF,2016-09-23,2.8725
510180.OF,180ETF,2016-09-30,2.8465
510180.OF,180ETF,2016-10-14,2.8917
510180.OF,180ETF,2016-10-21,2.9224
510180.OF,180ETF,2016-10-28,2.9354
510180.OF,180ETF,2016-11-04,2.9538
510180.OF,180ETF,2016-11-11,3.0086
510180.OF,180ETF,2016-11-18,3.0064
510180.OF,180ETF,2016-11-25,3.1055
510180.OF,180ETF,2016-12-02,3.1181
510180.OF,180ETF,2016-12-09,3.0979
510180.OF,180ETF,2016-12-16,2.9734
510180.OF,180ETF,2016-12-23,2.9486
510180.OF,180ETF,2016-12-30,2.9508
510180.OF,180ETF,2017-01-06,2.9840
510180.OF,180ETF,2017-01-13,2.9715
510180.OF,180ETF,2017-01-20,3.0172
510180.OF,180ETF,2017-01-27,3.0452
510180.OF,180ETF,2017-02-03,3.0221
510180.OF,180ETF,2017-02-10,3.0607
510180.OF,180ETF,2017-02-17,3.0568
510180.OF,180ETF,2017-02-24,3.0995
510180.OF,180ETF,2017-03-03,3.0517
510180.OF,180ETF,2017-03-10,3.0406
510180.OF,180ETF,2017-03-17,3.0532
510180.OF,180ETF,2017-03-24,3.0766
510180.OF,180ETF,2017-03-31,3.0577
510180.OF,180ETF,2017-04-07,3.1081
510180.OF,180ETF,2017-04-14,3.0817
510180.OF,180ETF,2017-04-21,3.0603
510180.OF,180ETF,2017-04-28,3.0361
510180.OF,180ETF,2017-05-05,2.9974
510180.OF,180ETF,2017-05-12,3.0187
510180.OF,180ETF,2017-05-19,3.0153
510180.OF,180ETF,2017-05-26,3.1112
510180.OF,180ETF,2017-06-02,3.1193
510180.OF,180ETF,2017-06-09,3.1795
510180.OF,180ETF,2017-06-16,3.1293
510180.OF,180ETF,2017-06-23,3.2096
510180.OF,180ETF,2017-06-30,3.2475
510180.OF,180ETF,2017-07-07,3.2578
510180.OF,180ETF,2017-07-14,3.3370
510180.OF,180ETF,2017-07-21,3.3679
510180.OF,180ETF,2017-07-28,3.3713
510180.OF,180ETF,2017-08-04,3.3746
510180.OF,180ETF,2017-08-11,3.3140
510180.OF,180ETF,2017-08-18,3.3707
510180.OF,180ETF,2017-08-25,3.4518
510180.OF,180ETF,2017-09-01,3.4787
510180.OF,180ETF,2017-09-08,3.4632
510180.OF,180ETF,2017-09-15,3.4493
510180.OF,180ETF,2017-09-22,3.4515
510180.OF,180ETF,2017-09-29,3.4481
510180.OF,180ETF,2017-10-13,3.4958
510180.OF,180ETF,2017-10-20,3.5167
510180.OF,180ETF,2017-10-27,3.5913
510180.OF,180ETF,2017-11-03,3.5657
510180.OF,180ETF,2017-11-10,3.6467
510180.OF,180ETF,2017-11-17,3.5543
510180.OF,180ETF,2017-11-24,3.5388
510180.OF,180ETF,2017-12-01,3.4572
510180.OF,180ETF,2017-12-08,3.4649
510180.OF,180ETF,2017-12-15,3.4237
510180.OF,180ETF,2017-12-22,3.4779
510180.OF,180ETF,2017-12-29,3.4578
510180.OF,180ETF,2018-01-05,3.5463
510180.OF,180ETF,2018-01-12,3.6179
510180.OF,180ETF,2018-01-19,3.6952
510180.OF,180ETF,2018-01-26,3.7744
510180.OF,180ETF,2018-02-02,3.7153
510180.OF,180ETF,2018-02-09,3.3328
510180.OF,180ETF,2018-02-16,3.4132
510180.OF,180ETF,2018-02-23,3.5084
510180.OF,180ETF,2018-03-02,3.4310
510180.OF,180ETF,2018-03-09,3.4943
510180.OF,180ETF,2018-03-16,3.4553
510180.OF,180ETF,2018-03-23,3.3488
510180.OF,180ETF,2018-03-30,3.3103
510180.OF,180ETF,2018-04-06,3.2793
510180.OF,180ETF,2018-04-13,3.3002
510180.OF,180ETF,2018-04-20,3.2100
510180.OF,180ETF,2018-04-27,3.2165
510180.OF,180ETF,2018-05-04,3.2251
510180.OF,180ETF,2018-05-11,3.3078
510180.OF,180ETF,2018-05-18,3.3331
510180.OF,180ETF,2018-05-25,3.2672
510180.OF,180ETF,2018-06-01,3.2283
510180.OF,180ETF,2018-06-08,3.2397
510180.OF,180ETF,2018-06-15,3.2419
510180.OF,180ETF,2018-06-22,3.1354
510180.OF,180ETF,2018-06-29,3.0459
510180.OF,180ETF,2018-07-06,2.9479
510180.OF,180ETF,2018-07-13,3.0541
510180.OF,180ETF,2018-07-20,3.0741
510180.OF,180ETF,2018-07-27,3.1108
510180.OF,180ETF,2018-08-03,2.9633
510180.OF,180ETF,2018-08-10,3.0450
510180.OF,180ETF,2018-08-17,2.8928
510180.OF,180ETF,2018-08-24,2.9920
510180.OF,180ETF,2018-08-31,2.9975
510180.OF,180ETF,2018-09-07,2.9617
510180.OF,180ETF,2018-09-14,2.9393
510180.OF,180ETF,2018-09-21,3.0990
510180.OF,180ETF,2018-09-28,3.1327
510180.OF,180ETF,2018-10-12,2.9079
510180.OF,180ETF,2018-10-19,2.8795
510180.OF,180ETF,2018-10-26,2.9202
510180.OF,180ETF,2018-11-02,3.0164
510180.OF,180ETF,2018-11-09,2.9027
510180.OF,180ETF,2018-11-16,2.9690
510180.OF,180ETF,2018-11-23,2.8771
510180.OF,180ETF,2018-11-30,2.9038
510180.OF,180ETF,2018-12-07,2.9129
510180.OF,180ETF,2018-12-14,2.9021
510180.OF,180ETF,2018-12-21,2.7860
510180.OF,180ETF,2018-12-28,2.7706
510180.OF,180ETF,2018-12-31,2.7705
510190.OF,龙头ETF,2014-01-03,2.0280
510190.OF,龙头ETF,2014-01-10,1.9740
510190.OF,龙头ETF,2014-01-17,1.9700
510190.OF,龙头ETF,2014-01-24,2.0110
510190.OF,龙头ETF,2014-01-31,1.9720
510190.OF,龙头ETF,2014-02-07,1.9710
510190.OF,龙头ETF,2014-02-14,2.0130
510190.OF,龙头ETF,2014-02-21,2.0120
510190.OF,龙头ETF,2014-02-28,1.9510
510190.OF,龙头ETF,2014-03-07,1.9400
510190.OF,龙头ETF,2014-03-14,1.8970
510190.OF,龙头ETF,2014-03-21,1.9440
510190.OF,龙头ETF,2014-03-28,1.9580
510190.OF,龙头ETF,2014-04-04,1.9900
510190.OF,龙头ETF,2014-04-11,2.0850
510190.OF,龙头ETF,2014-04-18,2.0270
510190.OF,龙头ETF,2014-04-25,2.0060
510190.OF,龙头ETF,2014-05-02,2.0000
510190.OF,龙头ETF,2014-05-09,1.9790
510190.OF,龙头ETF,2014-05-16,1.9980
510190.OF,龙头ETF,2014-05-23,2.0100
510190.OF,龙头ETF,2014-05-30,2.0180
510190.OF,龙头ETF,2014-06-06,2.0070
510190.OF,龙头ETF,2014-06-13,2.0420
510190.OF,龙头ETF,2014-06-20,1.9960
510190.OF,龙头ETF,2014-06-27,2.0270
510190.OF,龙头ETF,2014-07-04,2.0620
510190.OF,龙头ETF,2014-07-11,2.0320
510190.OF,龙头ETF,2014-07-18,2.0550
510190.OF,龙头ETF,2014-07-25,2.1140
510190.OF,龙头ETF,2014-08-01,2.1640
510190.OF,龙头ETF,2014-08-08,2.1760
510190.OF,龙头ETF,2014-08-15,2.2130
510190.OF,龙头ETF,2014-08-22,2.2340
510190.OF,龙头ETF,2014-08-29,2.2120
510190.OF,龙头ETF,2014-09-05,2.3230
510190.OF,龙头ETF,2014-09-12,2.3340
510190.OF,龙头ETF,2014-09-19,2.3080
510190.OF,龙头ETF,2014-09-26,2.3210
510190.OF,龙头ETF,2014-10-03,2.3440
510190.OF,龙头ETF,2014-10-10,2.3450
510190.OF,龙头ETF,2014-10-17,2.3140
510190.OF,龙头ETF,2014-10-24,2.2680
510190.OF,龙头ETF,2014-10-31,2.3580
510190.OF,龙头ETF,2014-11-07,2.3570
510190.OF,龙头ETF,2014-11-14,2.4230
510190.OF,龙头ETF,2014-11-21,2.4400
510190.OF,龙头ETF,2014-11-28,2.5840
510190.OF,龙头ETF,2014-12-05,2.7820
510190.OF,龙头ETF,2014-12-12,2.8800
510190.OF,龙头ETF,2014-12-19,2.9300
510190.OF,龙头ETF,2014-12-26,2.9450
510190.OF,龙头ETF,2015-01-02,2.9820
510190.OF,龙头ETF,2015-01-09,3.0630
510190.OF,龙头ETF,2015-01-16,3.1690
510190.OF,龙头ETF,2015-01-23,3.1770
510190.OF,龙头ETF,2015-01-30,3.0950
510190.OF,龙头ETF,2015-02-06,3.0160
510190.OF,龙头ETF,2015-02-13,3.1640
510190.OF,龙头ETF,2015-02-20,3.2340
510190.OF,龙头ETF,2015-02-27,3.2650
510190.OF,龙头ETF,2015-03-06,3.2240
510190.OF,龙头ETF,2015-03-13,3.3250
510190.OF,龙头ETF,2015-03-20,3.5580
510190.OF,龙头ETF,2015-03-27,3.6690
510190.OF,龙头ETF,2015-04-03,3.8590
510190.OF,龙头ETF,2015-04-10,4.0240
510190.OF,龙头ETF,2015-04-17,4.2300
510190.OF,龙头ETF,2015-04-24,4.4470
510190.OF,龙头ETF,2015-05-01,4.4580
510190.OF,龙头ETF,2015-05-08,4.3010
510190.OF,龙头ETF,2015-05-15,4.4270
510190.OF,龙头ETF,2015-05-22,4.7620
510190.OF,龙头ETF,2015-05-29,4.7700
510190.OF,龙头ETF,2015-06-05,5.1300
510190.OF,龙头ETF,2015-06-12,5.2530
510190.OF,龙头ETF,2015-06-19,4.5740
510190.OF,龙头ETF,2015-06-26,4.2190
510190.OF,龙头ETF,2015-07-03,3.7180
510190.OF,龙头ETF,2015-07-10,3.9560
510190.OF,龙头ETF,2015-07-17,4.0520
510190.OF,龙头ETF,2015-07-24,4.1040
510190.OF,龙头ETF,2015-07-31,3.7120
510190.OF,龙头ETF,2015-08-07,3.7920
510190.OF,龙头ETF,2015-08-14,3.9730
510190.OF,龙头ETF,2015-08-21,3.4780
510190.OF,龙头ETF,2015-08-28,3.2340
510190.OF,龙头ETF,2015-09-04,3.1940
510190.OF,龙头ETF,2015-09-11,3.2010
510190.OF,龙头ETF,2015-09-18,3.1170
510190.OF,龙头ETF,2015-09-25,3.1080
510190.OF,龙头ETF,2015-10-02,3.0830
510190.OF,龙头ETF,2015-10-09,3.2300
510190.OF,龙头ETF,2015-10-16,3.4320
510190.OF,龙头ETF,2015-10-23,3.4640
510190.OF,龙头ETF,2015-10-30,3.4090
510190.OF,龙头ETF,2015-11-06,3.6370
510190.OF,龙头ETF,2015-11-13,3.6240
510190.OF,龙头ETF,2015-11-20,3.6750
510190.OF,龙头ETF,2015-11-27,3.4720
510190.OF,龙头ETF,2015-12-04,3.5730
510190.OF,龙头ETF,2015-12-11,3.4950
510190.OF,龙头ETF,2015-12-18,3.6300
510190.OF,龙头ETF,2015-12-25,3.6970
510190.OF,龙头ETF,2016-01-01,3.5860
510190.OF,龙头ETF,2016-01-08,3.2440
510190.OF,龙头ETF,2016-01-15,2.9670
510190.OF,龙头ETF,2016-01-22,2.9660
510190.OF,龙头ETF,2016-01-29,2.7830
510190.OF,龙头ETF,2016-02-05,2.8030
510190.OF,龙头ETF,2016-02-19,2.8880
510190.OF,龙头ETF,2016-02-26,2.7780
510190.OF,龙头ETF,2016-03-04,2.9070
510190.OF,龙头ETF,2016-03-11,2.8510
510190.OF,龙头ETF,2016-03-18,3.0060
510190.OF,龙头ETF,2016-03-25,3.0250
510190.OF,龙头ETF,2016-04-01,3.0470
510190.OF,龙头ETF,2016-04-08,3.0180
510190.OF,龙头ETF,2016-04-15,3.0940
510190.OF,龙头ETF,2016-04-22,2.9750
510190.OF,龙头ETF,2016-04-29,2.9670
510190.OF,龙头ETF,2016-05-06,2.9480
510190.OF,龙头ETF,2016-05-13,2.8890
510190.OF,龙头ETF,2016-05-20,2.8690
510190.OF,龙头ETF,2016-05-27,2.8610
510190.OF,龙头ETF,2016-06-03,2.9860
510190.OF,龙头ETF,2016-06-10,2.9720
510190.OF,龙头ETF,2016-06-17,2.9350
510190.OF,龙头ETF,2016-06-24,2.9000
510190.OF,龙头ETF,2016-07-01,2.9690
510190.OF,龙头ETF,2016-07-08,3.0400
510190.OF,龙头ETF,2016-07-15,3.1420
510190.OF,龙头ETF,2016-07-22,3.1080
510190.OF,龙头ETF,2016-07-29,3.1050
510190.OF,龙头ETF,2016-08-05,3.0900
510190.OF,龙头ETF,2016-08-12,3.1500
510190.OF,龙头ETF,2016-08-19,3.2060
510190.OF,龙头ETF,2016-08-26,3.1650
510190.OF,龙头ETF,2016-09-02,3.1580
510190.OF,龙头ETF,2016-09-09,3.1660
510190.OF,龙头ETF,2016-09-16,3.0990
510190.OF,龙头ETF,2016-09-23,3.1390
510190.OF,龙头ETF,2016-09-30,3.1050
510190.OF,龙头ETF,2016-10-14,3.1670
510190.OF,龙头ETF,2016-10-21,3.1940
510190.OF,龙头ETF,2016-10-28,3.1910
510190.OF,龙头ETF,2016-11-04,3.2060
510190.OF,龙头ETF,2016-11-11,3.2540
510190.OF,龙头ETF,2016-11-18,3.2650
510190.OF,龙头ETF,2016-11-25,3.3480
510190.OF,龙头ETF,2016-12-02,3.3600
510190.OF,龙头ETF,2016-12-09,3.3310
510190.OF,龙头ETF,2016-12-16,3.2140
510190.OF,龙头ETF,2016-12-23,3.2030
510190.OF,龙头ETF,2016-12-30,3.2100
510190.OF,龙头ETF,2017-01-06,3.2540
510190.OF,龙头ETF,2017-01-13,3.2190
510190.OF,龙头ETF,2017-01-20,3.2560
510190.OF,龙头ETF,2017-01-27,3.2840
510190.OF,龙头ETF,2017-02-03,3.2680
510190.OF,龙头ETF,2017-02-10,3.3010
510190.OF,龙头ETF,2017-02-17,3.2820
510190.OF,龙头ETF,2017-02-24,3.3580
510190.OF,龙头ETF,2017-03-03,3.3240
510190.OF,龙头ETF,2017-03-10,3.3220
510190.OF,龙头ETF,2017-03-17,3.3400
510190.OF,龙头ETF,2017-03-24,3.3930
510190.OF,龙头ETF,2017-03-31,3.3530
510190.OF,龙头ETF,2017-04-07,3.4100
510190.OF,龙头ETF,2017-04-14,3.3690
510190.OF,龙头ETF,2017-04-21,3.3600
510190.OF,龙头ETF,2017-04-28,3.3320
510190.OF,龙头ETF,2017-05-05,3.3070
510190.OF,龙头ETF,2017-05-12,3.2920
510190.OF,龙头ETF,2017-05-19,3.3150
510190.OF,龙头ETF,2017-05-26,3.3600
510190.OF,龙头ETF,2017-06-02,3.3890
510190.OF,龙头ETF,2017-06-09,3.4640
510190.OF,龙头ETF,2017-06-16,3.4330
510190.OF,龙头ETF,2017-06-23,3.4980
510190.OF,龙头ETF,2017-06-30,3.5480
510190.OF,龙头ETF,2017-07-07,3.5430
510190.OF,龙头ETF,2017-07-14,3.5410
510190.OF,龙头ETF,2017-07-21,3.5460
510190.OF,龙头ETF,2017-07-28,3.5290
510190.OF,龙头ETF,2017-08-04,3.5200
510190.OF,龙头ETF,2017-08-11,3.4990
510190.OF,龙头ETF,2017-08-18,3.5730
510190.OF,龙头ETF,2017-08-25,3.5920
510190.OF,龙头ETF,2017-09-01,3.6330
510190.OF,龙头ETF,2017-09-08,3.6490
510190.OF,龙头ETF,2017-09-15,3.6430
510190.OF,龙头ETF,2017-09-22,3.6530
510190.OF,龙头ETF,2017-09-29,3.6650
510190.OF,龙头ETF,2017-10-13,3.7340
510190.OF,龙头ETF,2017-10-20,3.7200
510190.OF,龙头ETF,2017-10-27,3.7690
510190.OF,龙头ETF,2017-11-03,3.7520
510190.OF,龙头ETF,2017-11-10,3.8670
510190.OF,龙头ETF,2017-11-17,3.8330
510190.OF,龙头ETF,2017-11-24,3.7990
510190.OF,龙头ETF,2017-12-01,3.7560
510190.OF,龙头ETF,2017-12-08,3.7580
510190.OF,龙头ETF,2017-12-15,3.7390
510190.OF,龙头ETF,2017-12-22,3.7720
510190.OF,龙头ETF,2017-12-29,3.7470
510190.OF,龙头ETF,2018-01-05,3.8450
510190.OF,龙头ETF,2018-01-12,3.8780
510190.OF,龙头ETF,2018-01-19,3.8930
510190.OF,龙头ETF,2018-01-26,3.9970
510190.OF,龙头ETF,2018-02-02,3.9030
510190.OF,龙头ETF,2018-02-09,3.5140
510190.OF,龙头ETF,2018-02-16,3.6150
510190.OF,龙头ETF,2018-02-23,3.7120
510190.OF,龙头ETF,2018-03-02,3.7000
510190.OF,龙头ETF,2018-03-09,3.7670
510190.OF,龙头ETF,2018-03-16,3.7430
510190.OF,龙头ETF,2018-03-23,3.5790
510190.OF,龙头ETF,2018-03-30,3.6180
510190.OF,龙头ETF,2018-04-06,3.5790
510190.OF,龙头ETF,2018-04-13,3.5900
510190.OF,龙头ETF,2018-04-20,3.4900
510190.OF,龙头ETF,2018-04-27,3.5070
510190.OF,龙头ETF,2018-05-04,3.5370
510190.OF,龙头ETF,2018-05-11,3.5990
510190.OF,龙头ETF,2018-05-18,3.6250
510190.OF,龙头ETF,2018-05-25,3.5890
510190.OF,龙头ETF,2018-06-01,3.5450
510190.OF,龙头ETF,2018-06-08,3.5200
510190.OF,龙头ETF,2018-06-15,3.4610
510190.OF,龙头ETF,2018-06-22,3.2890
510190.OF,龙头ETF,2018-06-29,3.2260
510190.OF,龙头ETF,2018-07-06,3.0950
510190.OF,龙头ETF,2018-07-13,3.2050
510190.OF,龙头ETF,2018-07-20,3.2210
510190.OF,龙头ETF,2018-07-27,3.2690
510190.OF,龙头ETF,2018-08-03,3.0880
510190.OF,龙头ETF,2018-08-10,3.1810
510190.OF,龙头ETF,2018-08-17,3.0300
510190.OF,龙头ETF,2018-08-24,3.0750
510190.OF,龙头ETF,2018-08-31,3.0800
510190.OF,龙头ETF,2018-09-07,3.0480
510190.OF,龙头ETF,2018-09-14,2.9970
510190.OF,龙头ETF,2018-09-21,3.1370
510190.OF,龙头ETF,2018-09-28,3.1600
510190.OF,龙头ETF,2018-10-12,2.8570
510190.OF,龙头ETF,2018-10-19,2.7900
510190.OF,龙头ETF,2018-10-26,2.8340
510190.OF,龙头ETF,2018-11-02,2.9620
510190.OF,龙头ETF,2018-11-09,2.8900
510190.OF,龙头ETF,2018-11-16,3.0060
510190.OF,龙头ETF,2018-11-23,2.8740
510190.OF,龙头ETF,2018-11-30,2.8840
510190.OF,龙头ETF,2018-12-07,2.9110
510190.OF,龙头ETF,2018-12-14,2.9050
510190.OF,龙头ETF,2018-12-21,2.7960
510190.OF,龙头ETF,2018-12-28,2.7640
510190.OF,龙头ETF,2018-12-31,2.7620
510210.OF,综指ETF,2014-01-03,2.2320
510210.OF,综指ETF,2014-01-10,2.1620
510210.OF,综指ETF,2014-01-17,2.1580
510210.OF,综指ETF,2014-01-24,2.2130
510210.OF,综指ETF,2014-01-31,2.1940
510210.OF,综指ETF,2014-02-07,2.2060
510210.OF,综指ETF,2014-02-14,2.2790
510210.OF,综指ETF,2014-02-21,2.2770
510210.OF,综指ETF,2014-02-28,2.2130
510210.OF,综指ETF,2014-03-07,2.2130
510210.OF,综指ETF,2014-03-14,2.1610
510210.OF,综指ETF,2014-03-21,2.1980
510210.OF,综指ETF,2014-03-28,2.1920
510210.OF,综指ETF,2014-04-04,2.2090
510210.OF,综指ETF,2014-04-11,2.2880
510210.OF,综指ETF,2014-04-18,2.2490
510210.OF,综指ETF,2014-04-25,2.1850
510210.OF,综指ETF,2014-05-02,2.1760
510210.OF,综指ETF,2014-05-09,2.1560
510210.OF,综指ETF,2014-05-16,2.1700
510210.OF,综指ETF,2014-05-23,2.1810
510210.OF,综指ETF,2014-05-30,2.1820
510210.OF,综指ETF,2014-06-06,2.1750
510210.OF,综指ETF,2014-06-13,2.2140
510210.OF,综指ETF,2014-06-20,2.1810
510210.OF,综指ETF,2014-06-27,2.2000
510210.OF,综指ETF,2014-07-04,2.2300
510210.OF,综指ETF,2014-07-11,2.2200
510210.OF,综指ETF,2014-07-18,2.2410
510210.OF,综指ETF,2014-07-25,2.3190
510210.OF,综指ETF,2014-08-01,2.3910
510210.OF,综指ETF,2014-08-08,2.3980
510210.OF,综指ETF,2014-08-15,2.4290
510210.OF,综指ETF,2014-08-22,2.4400
510210.OF,综指ETF,2014-08-29,2.4170
510210.OF,综指ETF,2014-09-05,2.5300
510210.OF,综指ETF,2014-09-12,2.5400
510210.OF,综指ETF,2014-09-19,2.5420
510210.OF,综指ETF,2014-09-26,2.5640
510210.OF,综指ETF,2014-10-03,2.5830
510210.OF,综指ETF,2014-10-10,2.5950
510210.OF,综指ETF,2014-10-17,2.5620
510210.OF,综指ETF,2014-10-24,2.5150
510210.OF,综指ETF,2014-10-31,2.6410
510210.OF,综指ETF,2014-11-07,2.6350
510210.OF,综指ETF,2014-11-14,2.6960
510210.OF,综指ETF,2014-11-21,2.7030
510210.OF,综指ETF,2014-11-28,2.9290
510210.OF,综指ETF,2014-12-05,3.2190
510210.OF,综指ETF,2014-12-12,3.2180
510210.OF,综指ETF,2014-12-19,3.4140
510210.OF,综指ETF,2014-12-26,3.4630
510210.OF,综指ETF,2015-01-02,3.5560
510210.OF,综指ETF,2015-01-09,3.6150
510210.OF,综指ETF,2015-01-16,3.7210
510210.OF,综指ETF,2015-01-23,3.6790
510210.OF,综指ETF,2015-01-30,3.5220
510210.OF,综指ETF,2015-02-06,3.3650
510210.OF,综指ETF,2015-02-13,3.5030
510210.OF,综指ETF,2015-02-20,3.5430
510210.OF,综指ETF,2015-02-27,3.6160
510210.OF,综指ETF,2015-03-06,3.5370
510210.OF,综指ETF,2015-03-13,3.6830
510210.OF,综指ETF,2015-03-20,3.9490
510210.OF,综指ETF,2015-03-27,4.0220
510210.OF,综指ETF,2015-04-03,4.2060
510210.OF,综指ETF,2015-04-10,4.3900
510210.OF,综指ETF,2015-04-17,4.6760
510210.OF,综指ETF,2015-04-24,4.7770
510210.OF,综指ETF,2015-05-01,4.8480
510210.OF,综指ETF,2015-05-08,4.5860
510210.OF,综指ETF,2015-05-15,4.6770
510210.OF,综指ETF,2015-05-22,5.0140
510210.OF,综指ETF,2015-05-29,4.9190
510210.OF,综指ETF,2015-06-05,5.4010
510210.OF,综指ETF,2015-06-12,5.5550
510210.OF,综指ETF,2015-06-19,4.8430
510210.OF,综指ETF,2015-06-26,4.5080
510210.OF,综指ETF,2015-07-03,3.9940
510210.OF,综指ETF,2015-07-10,4.2290
510210.OF,综指ETF,2015-07-17,4.2890
510210.OF,综指ETF,2015-07-24,4.3710
510210.OF,综指ETF,2015-07-31,3.9460
510210.OF,综指ETF,2015-08-07,4.0250
510210.OF,综指ETF,2015-08-14,4.2550
510210.OF,综指ETF,2015-08-21,3.7940
510210.OF,综指ETF,2015-08-28,3.5170
510210.OF,综指ETF,2015-09-04,3.4590
510210.OF,综指ETF,2015-09-11,3.4900
510210.OF,综指ETF,2015-09-18,3.4030
510210.OF,综指ETF,2015-09-25,3.3910
510210.OF,综指ETF,2015-10-02,3.3540
510210.OF,综指ETF,2015-10-09,3.4900
510210.OF,综指ETF,2015-10-16,3.7000
510210.OF,综指ETF,2015-10-23,3.7220
510210.OF,综指ETF,2015-10-30,3.6960
510210.OF,综指ETF,2015-11-06,3.9190
510210.OF,综指ETF,2015-11-13,3.8900
