代码,简称,时间,周单位净值(元)
159909.OF,深TMT,2015-12-04,6.1030
159909.OF,深TMT,2015-12-11,6.0870
159909.OF,深TMT,2015-12-18,6.3840
159909.OF,深TMT,2015-12-25,6.3970
159909.OF,深TMT,2016-01-01,6.1890
159909.OF,深TMT,2016-01-08,5.2280
159909.OF,深TMT,2016-01-15,4.8920
159909.OF,深TMT,2016-01-22,4.9430
159909.OF,深TMT,2016-01-29,4.6150
159909.OF,深TMT,2016-02-05,4.7530
159909.OF,深TMT,2016-02-19,5.0410
159909.OF,深TMT,2016-02-26,4.6250
159909.OF,深TMT,2016-03-04,4.4880
159909.OF,深TMT,2016-03-11,4.4670
159909.OF,深TMT,2016-03-18,4.8740
159909.OF,深TMT,2016-03-25,4.9700
159909.OF,深TMT,2016-04-01,4.9890
159909.OF,深TMT,2016-04-08,5.0140
159909.OF,深TMT,2016-04-15,5.1480
159909.OF,深TMT,2016-04-22,4.8760
159909.OF,深TMT,2016-04-29,4.8930
159909.OF,深TMT,2016-05-06,4.8870
159909.OF,深TMT,2016-05-13,4.6970
159909.OF,深TMT,2016-05-20,4.7800
159909.OF,深TMT,2016-05-27,4.8200
159909.OF,深TMT,2016-06-03,5.1210
159909.OF,深TMT,2016-06-10,5.0770
159909.OF,深TMT,2016-06-17,4.9010
159909.OF,深TMT,2016-06-24,4.8670
159909.OF,深TMT,2016-07-01,5.0520
159909.OF,深TMT,2016-07-08,5.0900
159909.OF,深TMT,2016-07-15,5.2140
159909.OF,深TMT,2016-07-22,5.2500
159909.OF,深TMT,2016-07-29,4.9880
159909.OF,深TMT,2016-08-05,4.9590
159909.OF,深TMT,2016-08-12,5.0430
159909.OF,深TMT,2016-08-19,5.2230
159909.OF,深TMT,2016-08-26,5.1510
159909.OF,深TMT,2016-09-02,5.0940
159909.OF,深TMT,2016-09-09,5.0950
159909.OF,深TMT,2016-09-16,5.0070
159909.OF,深TMT,2016-09-23,5.0290
159909.OF,深TMT,2016-09-30,4.9630
159909.OF,深TMT,2016-10-14,5.0740
159909.OF,深TMT,2016-10-21,5.0660
159909.OF,深TMT,2016-10-28,5.0390
159909.OF,深TMT,2016-11-04,5.0260
159909.OF,深TMT,2016-11-11,5.0640
159909.OF,深TMT,2016-11-18,5.0500
159909.OF,深TMT,2016-11-25,5.0760
159909.OF,深TMT,2016-12-02,5.0470
159909.OF,深TMT,2016-12-09,4.9410
159909.OF,深TMT,2016-12-16,4.6920
159909.OF,深TMT,2016-12-23,4.6430
159909.OF,深TMT,2016-12-30,4.6200
159909.OF,深TMT,2017-01-06,4.6510
159909.OF,深TMT,2017-01-13,4.5630
159909.OF,深TMT,2017-01-20,4.5210
159909.OF,深TMT,2017-01-27,4.5660
159909.OF,深TMT,2017-02-03,4.5340
159909.OF,深TMT,2017-02-10,4.5870
159909.OF,深TMT,2017-02-17,4.6040
159909.OF,深TMT,2017-02-24,4.7170
159909.OF,深TMT,2017-03-03,4.7010
159909.OF,深TMT,2017-03-10,4.7140
159909.OF,深TMT,2017-03-17,4.7400
159909.OF,深TMT,2017-03-24,4.8220
159909.OF,深TMT,2017-03-31,4.7170
159909.OF,深TMT,2017-04-07,4.7960
159909.OF,深TMT,2017-04-14,4.6830
159909.OF,深TMT,2017-04-21,4.6480
159909.OF,深TMT,2017-04-28,4.7100
159909.OF,深TMT,2017-05-05,4.6420
159909.OF,深TMT,2017-05-12,4.5370
159909.OF,深TMT,2017-05-19,4.6730
159909.OF,深TMT,2017-05-26,4.6210
159909.OF,深TMT,2017-06-02,4.6460
159909.OF,深TMT,2017-06-09,4.8570
159909.OF,深TMT,2017-06-16,4.8290
159909.OF,深TMT,2017-06-23,4.9040
159909.OF,深TMT,2017-06-30,5.0200
159909.OF,深TMT,2017-07-07,5.0630
159909.OF,深TMT,2017-07-14,4.9500
159909.OF,深TMT,2017-07-21,4.9440
159909.OF,深TMT,2017-07-28,5.0200
159909.OF,深TMT,2017-08-04,4.9160
159909.OF,深TMT,2017-08-11,4.9400
159909.OF,深TMT,2017-08-18,5.2030
159909.OF,深TMT,2017-08-25,5.1770
159909.OF,深TMT,2017-09-01,5.3580
159909.OF,深TMT,2017-09-08,5.4000
159909.OF,深TMT,2017-09-15,5.3360
159909.OF,深TMT,2017-09-22,5.3510
159909.OF,深TMT,2017-09-29,5.4260
159909.OF,深TMT,2017-10-13,5.6210
159909.OF,深TMT,2017-10-20,5.5190
159909.OF,深TMT,2017-10-27,5.6470
159909.OF,深TMT,2017-11-03,5.6600
159909.OF,深TMT,2017-11-10,5.9750
159909.OF,深TMT,2017-11-17,5.8230
159909.OF,深TMT,2017-11-24,5.6830
159909.OF,深TMT,2017-12-01,5.6070
159909.OF,深TMT,2017-12-08,5.6370
159909.OF,深TMT,2017-12-15,5.6510
159909.OF,深TMT,2017-12-22,5.6490
159909.OF,深TMT,2017-12-29,5.5770
159909.OF,深TMT,2018-01-05,5.4980
159909.OF,深TMT,2018-01-12,5.4940
159909.OF,深TMT,2018-01-19,5.3710
159909.OF,深TMT,2018-01-26,5.4540
159909.OF,深TMT,2018-02-02,5.1020
159909.OF,深TMT,2018-02-09,4.7710
159909.OF,深TMT,2018-02-16,4.9710
159909.OF,深TMT,2018-02-23,5.0710
159909.OF,深TMT,2018-03-02,5.3430
159909.OF,深TMT,2018-03-09,5.5750
159909.OF,深TMT,2018-03-16,5.4560
159909.OF,深TMT,2018-03-23,5.1080
159909.OF,深TMT,2018-03-30,5.3920
159909.OF,深TMT,2018-04-06,5.2240
159909.OF,深TMT,2018-04-13,5.2730
159909.OF,深TMT,2018-04-20,5.0710
159909.OF,深TMT,2018-04-27,4.9610
159909.OF,深TMT,2018-05-04,5.0440
159909.OF,深TMT,2018-05-11,5.1240
159909.OF,深TMT,2018-05-18,5.1390
159909.OF,深TMT,2018-05-25,5.0340
159909.OF,深TMT,2018-06-01,4.8940
159909.OF,深TMT,2018-06-08,4.9660
159909.OF,深TMT,2018-06-15,4.7330
159909.OF,深TMT,2018-06-22,4.2900
159909.OF,深TMT,2018-06-29,4.4080
159909.OF,深TMT,2018-07-06,4.2174
159909.OF,深TMT,2018-07-13,4.4635
159909.OF,深TMT,2018-07-20,4.4802
159909.OF,深TMT,2018-07-27,4.4593
159909.OF,深TMT,2018-08-03,4.0670
159909.OF,深TMT,2018-08-10,4.2214
159909.OF,深TMT,2018-08-17,4.0135
159909.OF,深TMT,2018-08-24,4.0631
159909.OF,深TMT,2018-08-31,4.0913
159909.OF,深TMT,2018-09-07,3.9847
159909.OF,深TMT,2018-09-14,3.7823
159909.OF,深TMT,2018-09-21,3.8828
159909.OF,深TMT,2018-09-28,3.8288
159909.OF,深TMT,2018-10-12,3.3482
159909.OF,深TMT,2018-10-19,3.3190
159909.OF,深TMT,2018-10-26,3.3372
159909.OF,深TMT,2018-11-02,3.5710
159909.OF,深TMT,2018-11-09,3.3954
159909.OF,深TMT,2018-11-16,3.6719
159909.OF,深TMT,2018-11-23,3.4028
159909.OF,深TMT,2018-11-30,3.4187
159909.OF,深TMT,2018-12-07,3.4209
159909.OF,深TMT,2018-12-14,3.3773
159909.OF,深TMT,2018-12-21,3.2698
159909.OF,深TMT,2018-12-28,3.2125
159909.OF,深TMT,2018-12-31,3.2093
159910.OF,深F120,2014-01-03,0.7612
159910.OF,深F120,2014-01-10,0.7212
159910.OF,深F120,2014-01-17,0.7143
159910.OF,深F120,2014-01-24,0.7478
159910.OF,深F120,2014-01-31,0.7322
159910.OF,深F120,2014-02-07,0.7385
159910.OF,深F120,2014-02-14,0.7623
159910.OF,深F120,2014-02-21,0.7534
159910.OF,深F120,2014-02-28,0.7221
159910.OF,深F120,2014-03-07,0.7247
159910.OF,深F120,2014-03-14,0.7042
159910.OF,深F120,2014-03-21,0.7182
159910.OF,深F120,2014-03-28,0.7142
159910.OF,深F120,2014-04-04,0.7261
159910.OF,深F120,2014-04-11,0.7461
159910.OF,深F120,2014-04-18,0.7331
159910.OF,深F120,2014-04-25,0.7113
159910.OF,深F120,2014-05-02,0.7070
159910.OF,深F120,2014-05-09,0.7000
159910.OF,深F120,2014-05-16,0.7099
159910.OF,深F120,2014-05-23,0.7153
159910.OF,深F120,2014-05-30,0.7241
159910.OF,深F120,2014-06-06,0.7160
159910.OF,深F120,2014-06-13,0.7302
159910.OF,深F120,2014-06-20,0.7080
159910.OF,深F120,2014-06-27,0.7230
159910.OF,深F120,2014-07-04,0.7321
159910.OF,深F120,2014-07-11,0.7315
159910.OF,深F120,2014-07-18,0.7489
159910.OF,深F120,2014-07-25,0.7839
159910.OF,深F120,2014-08-01,0.8048
159910.OF,深F120,2014-08-08,0.8111
159910.OF,深F120,2014-08-15,0.8240
159910.OF,深F120,2014-08-22,0.8310
159910.OF,深F120,2014-08-29,0.8108
159910.OF,深F120,2014-09-05,0.8500
159910.OF,深F120,2014-09-12,0.8499
159910.OF,深F120,2014-09-19,0.8465
159910.OF,深F120,2014-09-26,0.8510
159910.OF,深F120,2014-10-03,0.8555
159910.OF,深F120,2014-10-10,0.8692
159910.OF,深F120,2014-10-17,0.8619
159910.OF,深F120,2014-10-24,0.8359
159910.OF,深F120,2014-10-31,0.8839
159910.OF,深F120,2014-11-07,0.8913
159910.OF,深F120,2014-11-14,0.9014
159910.OF,深F120,2014-11-21,0.9061
159910.OF,深F120,2014-11-28,0.9729
159910.OF,深F120,2014-12-05,1.0631
159910.OF,深F120,2014-12-12,1.1194
159910.OF,深F120,2014-12-19,1.1485
159910.OF,深F120,2014-12-26,1.1594
159910.OF,深F120,2015-01-02,1.1815
159910.OF,深F120,2015-01-09,1.1894
159910.OF,深F120,2015-01-16,1.1951
159910.OF,深F120,2015-01-23,1.1770
159910.OF,深F120,2015-01-30,1.1556
159910.OF,深F120,2015-02-06,1.1073
159910.OF,深F120,2015-02-13,1.1622
159910.OF,深F120,2015-02-20,1.1815
159910.OF,深F120,2015-02-27,1.1988
159910.OF,深F120,2015-03-06,1.1871
159910.OF,深F120,2015-03-13,1.2178
159910.OF,深F120,2015-03-20,1.3123
159910.OF,深F120,2015-03-27,1.3543
159910.OF,深F120,2015-04-03,1.4311
159910.OF,深F120,2015-04-10,1.4795
159910.OF,深F120,2015-04-17,1.4967
159910.OF,深F120,2015-04-24,1.5665
159910.OF,深F120,2015-05-01,1.5583
159910.OF,深F120,2015-05-08,1.4937
159910.OF,深F120,2015-05-15,1.5318
159910.OF,深F120,2015-05-22,1.6567
159910.OF,深F120,2015-05-29,1.6483
159910.OF,深F120,2015-06-05,1.8044
159910.OF,深F120,2015-06-12,1.8717
159910.OF,深F120,2015-06-19,1.6679
159910.OF,深F120,2015-06-26,1.6019
159910.OF,深F120,2015-07-03,1.4101
159910.OF,深F120,2015-07-10,1.4404
159910.OF,深F120,2015-07-17,1.4747
159910.OF,深F120,2015-07-24,1.4933
159910.OF,深F120,2015-07-31,1.3975
159910.OF,深F120,2015-08-07,1.4418
159910.OF,深F120,2015-08-14,1.5069
159910.OF,深F120,2015-08-21,1.3570
159910.OF,深F120,2015-08-28,1.2629
159910.OF,深F120,2015-09-04,1.2422
159910.OF,深F120,2015-09-11,1.2295
159910.OF,深F120,2015-09-18,1.1515
159910.OF,深F120,2015-09-25,1.1325
159910.OF,深F120,2015-10-02,1.1253
159910.OF,深F120,2015-10-09,1.1775
159910.OF,深F120,2015-10-16,1.2420
159910.OF,深F120,2015-10-23,1.2592
159910.OF,深F120,2015-10-30,1.2543
159910.OF,深F120,2015-11-06,1.3314
159910.OF,深F120,2015-11-13,1.3116
159910.OF,深F120,2015-11-20,1.3347
159910.OF,深F120,2015-11-27,1.2594
159910.OF,深F120,2015-12-04,1.3662
159910.OF,深F120,2015-12-11,1.3509
159910.OF,深F120,2015-12-18,1.4382
159910.OF,深F120,2015-12-25,1.4764
159910.OF,深F120,2016-01-01,1.4397
159910.OF,深F120,2016-01-08,1.3262
159910.OF,深F120,2016-01-15,1.2392
159910.OF,深F120,2016-01-22,1.2388
159910.OF,深F120,2016-01-29,1.1873
159910.OF,深F120,2016-02-05,1.1930
159910.OF,深F120,2016-02-19,1.2266
159910.OF,深F120,2016-02-26,1.2034
159910.OF,深F120,2016-03-04,1.2487
159910.OF,深F120,2016-03-11,1.2115
159910.OF,深F120,2016-03-18,1.2563
159910.OF,深F120,2016-03-25,1.2693
159910.OF,深F120,2016-04-01,1.2694
159910.OF,深F120,2016-04-08,1.2610
159910.OF,深F120,2016-04-15,1.2950
159910.OF,深F120,2016-04-22,1.2538
159910.OF,深F120,2016-04-29,1.2537
159910.OF,深F120,2016-05-06,1.2446
159910.OF,深F120,2016-05-13,1.2238
159910.OF,深F120,2016-05-20,1.2185
159910.OF,深F120,2016-05-27,1.2164
159910.OF,深F120,2016-06-03,1.2627
159910.OF,深F120,2016-06-10,1.2530
159910.OF,深F120,2016-06-17,1.2451
159910.OF,深F120,2016-06-24,1.2390
159910.OF,深F120,2016-07-01,1.2679
159910.OF,深F120,2016-07-08,1.2570
159910.OF,深F120,2016-07-15,1.2958
159910.OF,深F120,2016-07-22,1.2661
159910.OF,深F120,2016-07-29,1.2691
159910.OF,深F120,2016-08-05,1.2849
159910.OF,深F120,2016-08-12,1.3199
159910.OF,深F120,2016-08-19,1.3539
159910.OF,深F120,2016-08-26,1.3242
159910.OF,深F120,2016-09-02,1.3263
159910.OF,深F120,2016-09-09,1.3413
159910.OF,深F120,2016-09-16,1.3030
159910.OF,深F120,2016-09-23,1.3357
159910.OF,深F120,2016-09-30,1.3417
159910.OF,深F120,2016-10-14,1.3539
159910.OF,深F120,2016-10-21,1.3557
159910.OF,深F120,2016-10-28,1.3613
159910.OF,深F120,2016-11-04,1.3658
159910.OF,深F120,2016-11-11,1.4136
159910.OF,深F120,2016-11-18,1.4131
159910.OF,深F120,2016-11-25,1.4705
159910.OF,深F120,2016-12-02,1.4704
159910.OF,深F120,2016-12-09,1.4487
159910.OF,深F120,2016-12-16,1.3838
159910.OF,深F120,2016-12-23,1.3510
159910.OF,深F120,2016-12-30,1.3553
159910.OF,深F120,2017-01-06,1.3813
159910.OF,深F120,2017-01-13,1.3637
159910.OF,深F120,2017-01-20,1.3703
159910.OF,深F120,2017-01-27,1.3980
159910.OF,深F120,2017-02-03,1.3866
159910.OF,深F120,2017-02-10,1.4269
159910.OF,深F120,2017-02-17,1.4432
159910.OF,深F120,2017-02-24,1.4673
159910.OF,深F120,2017-03-03,1.4475
159910.OF,深F120,2017-03-10,1.4561
159910.OF,深F120,2017-03-17,1.4682
159910.OF,深F120,2017-03-24,1.5000
159910.OF,深F120,2017-03-31,1.4736
159910.OF,深F120,2017-04-07,1.5149
159910.OF,深F120,2017-04-14,1.5122
159910.OF,深F120,2017-04-21,1.5025
159910.OF,深F120,2017-04-28,1.4848
159910.OF,深F120,2017-05-05,1.4577
159910.OF,深F120,2017-05-12,1.4410
159910.OF,深F120,2017-05-19,1.4664
159910.OF,深F120,2017-05-26,1.4743
159910.OF,深F120,2017-06-02,1.4686
159910.OF,深F120,2017-06-09,1.5309
159910.OF,深F120,2017-06-16,1.5243
159910.OF,深F120,2017-06-23,1.5893
159910.OF,深F120,2017-06-30,1.6202
159910.OF,深F120,2017-07-07,1.6165
159910.OF,深F120,2017-07-14,1.6364
159910.OF,深F120,2017-07-21,1.6523
159910.OF,深F120,2017-07-28,1.6442
159910.OF,深F120,2017-08-04,1.6399
159910.OF,深F120,2017-08-11,1.6001
159910.OF,深F120,2017-08-18,1.6330
159910.OF,深F120,2017-08-25,1.6540
159910.OF,深F120,2017-09-01,1.6806
159910.OF,深F120,2017-09-08,1.6889
159910.OF,深F120,2017-09-15,1.7187
159910.OF,深F120,2017-09-22,1.7228
159910.OF,深F120,2017-09-29,1.7132
159910.OF,深F120,2017-10-13,1.7684
159910.OF,深F120,2017-10-20,1.7489
159910.OF,深F120,2017-10-27,1.8107
159910.OF,深F120,2017-11-03,1.7815
159910.OF,深F120,2017-11-10,1.8527
159910.OF,深F120,2017-11-17,1.8367
159910.OF,深F120,2017-11-24,1.8487
159910.OF,深F120,2017-12-01,1.7909
159910.OF,深F120,2017-12-08,1.7740
159910.OF,深F120,2017-12-15,1.7817
159910.OF,深F120,2017-12-22,1.8296
159910.OF,深F120,2017-12-29,1.8337
159910.OF,深F120,2018-01-05,1.9092
159910.OF,深F120,2018-01-12,1.9658
159910.OF,深F120,2018-01-19,1.9899
159910.OF,深F120,2018-01-26,2.0363
159910.OF,深F120,2018-02-02,1.9564
159910.OF,深F120,2018-02-09,1.7341
159910.OF,深F120,2018-02-16,1.8261
159910.OF,深F120,2018-02-23,1.8727
159910.OF,深F120,2018-03-02,1.8397
159910.OF,深F120,2018-03-09,1.8860
159910.OF,深F120,2018-03-16,1.8581
159910.OF,深F120,2018-03-23,1.7497
159910.OF,深F120,2018-03-30,1.7646
159910.OF,深F120,2018-04-06,1.7506
159910.OF,深F120,2018-04-13,1.7521
159910.OF,深F120,2018-04-20,1.7068
159910.OF,深F120,2018-04-27,1.6815
159910.OF,深F120,2018-05-04,1.6968
159910.OF,深F120,2018-05-11,1.7426
159910.OF,深F120,2018-05-18,1.7589
159910.OF,深F120,2018-05-25,1.7139
159910.OF,深F120,2018-06-01,1.7027
159910.OF,深F120,2018-06-08,1.7116
159910.OF,深F120,2018-06-15,1.7007
159910.OF,深F120,2018-06-22,1.6272
159910.OF,深F120,2018-06-29,1.5802
159910.OF,深F120,2018-07-06,1.4923
159910.OF,深F120,2018-07-13,1.5568
159910.OF,深F120,2018-07-20,1.5493
159910.OF,深F120,2018-07-27,1.5693
159910.OF,深F120,2018-08-03,1.4648
159910.OF,深F120,2018-08-10,1.5089
159910.OF,深F120,2018-08-17,1.4338
159910.OF,深F120,2018-08-24,1.4651
159910.OF,深F120,2018-08-31,1.4760
159910.OF,深F120,2018-09-07,1.4416
159910.OF,深F120,2018-09-14,1.4315
159910.OF,深F120,2018-09-21,1.4997
159910.OF,深F120,2018-09-28,1.5000
159910.OF,深F120,2018-10-12,1.3791
159910.OF,深F120,2018-10-19,1.3531
159910.OF,深F120,2018-10-26,1.3936
159910.OF,深F120,2018-11-02,1.4380
159910.OF,深F120,2018-11-09,1.3954
159910.OF,深F120,2018-11-16,1.4584
159910.OF,深F120,2018-11-23,1.4001
159910.OF,深F120,2018-11-30,1.4088
159910.OF,深F120,2018-12-07,1.4159
159910.OF,深F120,2018-12-14,1.4132
159910.OF,深F120,2018-12-21,1.3604
159910.OF,深F120,2018-12-28,1.3488
159910.OF,深F120,2018-12-31,1.3487
159912.OF,深300ETF,2014-01-03,0.9002
159912.OF,深300ETF,2014-01-10,0.8607
159912.OF,深300ETF,2014-01-17,0.8605
159912.OF,深300ETF,2014-01-24,0.9020
159912.OF,深300ETF,2014-01-31,0.8850
159912.OF,深300ETF,2014-02-07,0.8960
159912.OF,深300ETF,2014-02-14,0.9262
159912.OF,深300ETF,2014-02-21,0.9153
159912.OF,深300ETF,2014-02-28,0.8740
159912.OF,深300ETF,2014-03-07,0.8746
159912.OF,深300ETF,2014-03-14,0.8555
159912.OF,深300ETF,2014-03-21,0.8586
159912.OF,深300ETF,2014-03-28,0.8382
159912.OF,深300ETF,2014-04-04,0.8579
159912.OF,深300ETF,2014-04-11,0.8764
159912.OF,深300ETF,2014-04-18,0.8700
159912.OF,深300ETF,2014-04-25,0.8350
159912.OF,深300ETF,2014-05-02,0.8305
159912.OF,深300ETF,2014-05-09,0.8207
159912.OF,深300ETF,2014-05-16,0.8227
159912.OF,深300ETF,2014-05-23,0.8354
159912.OF,深300ETF,2014-05-30,0.8470
159912.OF,深300ETF,2014-06-06,0.8435
159912.OF,深300ETF,2014-06-13,0.8622
159912.OF,深300ETF,2014-06-20,0.8392
159912.OF,深300ETF,2014-06-27,0.8604
159912.OF,深300ETF,2014-07-04,0.8752
159912.OF,深300ETF,2014-07-11,0.8646
159912.OF,深300ETF,2014-07-18,0.8641
159912.OF,深300ETF,2014-07-25,0.8850
159912.OF,深300ETF,2014-08-01,0.9143
159912.OF,深300ETF,2014-08-08,0.9299
159912.OF,深300ETF,2014-08-15,0.9452
159912.OF,深300ETF,2014-08-22,0.9641
159912.OF,深300ETF,2014-08-29,0.9461
159912.OF,深300ETF,2014-09-05,0.9897
159912.OF,深300ETF,2014-09-12,0.9951
159912.OF,深300ETF,2014-09-19,0.9833
159912.OF,深300ETF,2014-09-26,0.9908
159912.OF,深300ETF,2014-10-03,0.9997
159912.OF,深300ETF,2014-10-10,1.0125
159912.OF,深300ETF,2014-10-17,0.9950
159912.OF,深300ETF,2014-10-24,0.9722
159912.OF,深300ETF,2014-10-31,1.0078
159912.OF,深300ETF,2014-11-07,1.0072
159912.OF,深300ETF,2014-11-14,0.9973
159912.OF,深300ETF,2014-11-21,1.0133
159912.OF,深300ETF,2014-11-28,1.0704
159912.OF,深300ETF,2014-12-05,1.1377
159912.OF,深300ETF,2014-12-12,1.1777
159912.OF,深300ETF,2014-12-19,1.1799
159912.OF,深300ETF,2014-12-26,1.1749
159912.OF,深300ETF,2015-01-02,1.1722
159912.OF,深300ETF,2015-01-09,1.1997
159912.OF,深300ETF,2015-01-16,1.2309
159912.OF,深300ETF,2015-01-23,1.2432
159912.OF,深300ETF,2015-01-30,1.2290
159912.OF,深300ETF,2015-02-06,1.2061
159912.OF,深300ETF,2015-02-13,1.2702
159912.OF,深300ETF,2015-02-20,1.3032
159912.OF,深300ETF,2015-02-27,1.3181
159912.OF,深300ETF,2015-03-06,1.3106
159912.OF,深300ETF,2015-03-13,1.3529
159912.OF,深300ETF,2015-03-20,1.4486
159912.OF,深300ETF,2015-03-27,1.5042
159912.OF,深300ETF,2015-04-03,1.6001
159912.OF,深300ETF,2015-04-10,1.6395
159912.OF,深300ETF,2015-04-17,1.6429
159912.OF,深300ETF,2015-04-24,1.7320
159912.OF,深300ETF,2015-05-01,1.7509
159912.OF,深300ETF,2015-05-08,1.7212
159912.OF,深300ETF,2015-05-15,1.8072
159912.OF,深300ETF,2015-05-22,1.9908
159912.OF,深300ETF,2015-05-29,1.9899
159912.OF,深300ETF,2015-06-05,2.1703
159912.OF,深300ETF,2015-06-12,2.2171
159912.OF,深300ETF,2015-06-19,1.9259
159912.OF,深300ETF,2015-06-26,1.7668
159912.OF,深300ETF,2015-07-03,1.5196
159912.OF,深300ETF,2015-07-10,1.5057
159912.OF,深300ETF,2015-07-17,1.6203
159912.OF,深300ETF,2015-07-24,1.6707
159912.OF,深300ETF,2015-07-31,1.5340
159912.OF,深300ETF,2015-08-07,1.5791
159912.OF,深300ETF,2015-08-14,1.6628
159912.OF,深300ETF,2015-08-21,1.4747
159912.OF,深300ETF,2015-08-28,1.3406
159912.OF,深300ETF,2015-09-04,1.2674
159912.OF,深300ETF,2015-09-11,1.3010
159912.OF,深300ETF,2015-09-18,1.2230
159912.OF,深300ETF,2015-09-25,1.2291
159912.OF,深300ETF,2015-10-02,1.2355
159912.OF,深300ETF,2015-10-09,1.3030
159912.OF,深300ETF,2015-10-16,1.4067
159912.OF,深300ETF,2015-10-23,1.4350
159912.OF,深300ETF,2015-10-30,1.4240
159912.OF,深300ETF,2015-11-06,1.5204
159912.OF,深300ETF,2015-11-13,1.5259
159912.OF,深300ETF,2015-11-20,1.5556
159912.OF,深300ETF,2015-11-27,1.4638
159912.OF,深300ETF,2015-12-04,1.5163
159912.OF,深300ETF,2015-12-11,1.4924
159912.OF,深300ETF,2015-12-18,1.5765
159912.OF,深300ETF,2015-12-25,1.5973
159912.OF,深300ETF,2016-01-01,1.5538
159912.OF,深300ETF,2016-01-08,1.3479
159912.OF,深300ETF,2016-01-15,1.2454
159912.OF,深300ETF,2016-01-22,1.2583
159912.OF,深300ETF,2016-01-29,1.1821
159912.OF,深300ETF,2016-02-05,1.2073
159912.OF,深300ETF,2016-02-19,1.2619
159912.OF,深300ETF,2016-02-26,1.1935
159912.OF,深300ETF,2016-03-04,1.1936
159912.OF,深300ETF,2016-03-11,1.1730
159912.OF,深300ETF,2016-03-18,1.2604
159912.OF,深300ETF,2016-03-25,1.2840
159912.OF,深300ETF,2016-04-01,1.2865
159912.OF,深300ETF,2016-04-08,1.2895
159912.OF,深300ETF,2016-04-15,1.3273
159912.OF,深300ETF,2016-04-22,1.2610
159912.OF,深300ETF,2016-04-29,1.2619
159912.OF,深300ETF,2016-05-06,1.2550
159912.OF,深300ETF,2016-05-13,1.2185
159912.OF,深300ETF,2016-05-20,1.2245
159912.OF,深300ETF,2016-05-27,1.2241
159912.OF,深300ETF,2016-06-03,1.2874
159912.OF,深300ETF,2016-06-10,1.2816
159912.OF,深300ETF,2016-06-17,1.2646
159912.OF,深300ETF,2016-06-24,1.2569
159912.OF,深300ETF,2016-07-01,1.2935
159912.OF,深300ETF,2016-07-08,1.3069
159912.OF,深300ETF,2016-07-15,1.3363
159912.OF,深300ETF,2016-07-22,1.3221
159912.OF,深300ETF,2016-07-29,1.2822
159912.OF,深300ETF,2016-08-05,1.2857
159912.OF,深300ETF,2016-08-12,1.3104
159912.OF,深300ETF,2016-08-19,1.3517
159912.OF,深300ETF,2016-08-26,1.3285
159912.OF,深300ETF,2016-09-02,1.3226
159912.OF,深300ETF,2016-09-09,1.3347
159912.OF,深300ETF,2016-09-16,1.2966
159912.OF,深300ETF,2016-09-23,1.3162
159912.OF,深300ETF,2016-09-30,1.3096
159912.OF,深300ETF,2016-10-14,1.3314
159912.OF,深300ETF,2016-10-21,1.3300
159912.OF,深300ETF,2016-10-28,1.3275
159912.OF,深300ETF,2016-11-04,1.3264
159912.OF,深300ETF,2016-11-11,1.3492
159912.OF,深300ETF,2016-11-18,1.3498
159912.OF,深300ETF,2016-11-25,1.3717
159912.OF,深300ETF,2016-12-02,1.3591
159912.OF,深300ETF,2016-12-09,1.3404
159912.OF,深300ETF,2016-12-16,1.2844
159912.OF,深300ETF,2016-12-23,1.2645
159912.OF,深300ETF,2016-12-30,1.2609
159912.OF,深300ETF,2017-01-06,1.2737
159912.OF,深300ETF,2017-01-13,1.2429
159912.OF,深300ETF,2017-01-20,1.2352
159912.OF,深300ETF,2017-01-27,1.2513
159912.OF,深300ETF,2017-02-03,1.2448
159912.OF,深300ETF,2017-02-10,1.2657
159912.OF,深300ETF,2017-02-17,1.2704
159912.OF,深300ETF,2017-02-24,1.2986
159912.OF,深300ETF,2017-03-03,1.2920
159912.OF,深300ETF,2017-03-10,1.2992
159912.OF,深300ETF,2017-03-17,1.3070
159912.OF,深300ETF,2017-03-24,1.3270
159912.OF,深300ETF,2017-03-31,1.3018
159912.OF,深300ETF,2017-04-07,1.3302
159912.OF,深300ETF,2017-04-14,1.3138
159912.OF,深300ETF,2017-04-21,1.2943
159912.OF,深300ETF,2017-04-28,1.2848
159912.OF,深300ETF,2017-05-05,1.2572
159912.OF,深300ETF,2017-05-12,1.2329
159912.OF,深300ETF,2017-05-19,1.2561
159912.OF,深300ETF,2017-05-26,1.2496
159912.OF,深300ETF,2017-06-02,1.2443
159912.OF,深300ETF,2017-06-09,1.2931
159912.OF,深300ETF,2017-06-16,1.2944
159912.OF,深300ETF,2017-06-23,1.3241
159912.OF,深300ETF,2017-06-30,1.3439
159912.OF,深300ETF,2017-07-07,1.3465
