Trddt,Yield
2020/12/18,0.7332
2020/12/21,0.6532
2020/12/22,0.5532
2020/12/23,0.5532
2020/12/24,0.5532
2020/12/25,0.4532
2020/12/28,0.4032
2020/12/29,0.3532
2020/12/30,0.3732
2020/12/31,0.8222
2021/1/4,0.6282
2021/1/5,0.6532
2021/1/6,0.5402
2021/1/7,0.8452
2021/1/8,0.8892
2021/1/11,1.1392
2021/1/12,1.1892
2021/1/13,1.2892
2021/1/14,1.3495
2021/1/15,1.4125
2021/1/18,1.7125
2021/1/19,1.8375
2021/1/20,1.9375
2021/1/21,1.9675
2021/1/22,1.8305
2021/1/25,1.8445
2021/1/26,2.1205
2021/1/27,2.1795
2021/1/28,2.5795
2021/1/29,2.8375
2021/2/1,2.3505
2021/2/2,2.1505
2021/2/3,1.9005
2021/2/4,2.1005
2021/2/5,2.0005
2021/2/7,1.9005
2021/2/8,1.8005
2021/2/9,1.6665
2021/2/10,1.8195
2021/2/18,1.9005
2021/2/19,1.7753
2021/2/20,1.4753
2021/2/22,1.4239
2021/2/23,1.4739
2021/2/24,1.4239
2021/2/25,1.6149
2021/2/26,1.7149
2021/3/1,1.7049
2021/3/2,1.6049
2021/3/3,1.4049
2021/3/4,1.4304
2021/3/5,1.3557
2021/3/8,1.5049
2021/3/9,1.5549
2021/3/10,1.5049
2021/3/11,1.5049
2021/3/12,1.5049
2021/3/15,1.6549
2021/3/16,1.6549
2021/3/17,1.6049
2021/3/18,1.5049
2021/3/19,1.5849
2021/3/22,1.5049
2021/3/23,1.5049
2021/3/24,1.4049
2021/3/25,1.2549
2021/3/26,1.2549
2021/3/29,1.3069
2021/3/30,1.6069
2021/3/31,1.8069
2021/4/1,1.6481
2021/4/2,1.4981
2021/4/6,1.5919
2021/4/7,1.5419
2021/4/8,1.4419
2021/4/9,1.4419
2021/4/12,1.5419
2021/4/13,1.5419
2021/4/14,1.5752
2021/4/15,1.5816
2021/4/16,1.7176
2021/4/19,1.8419
2021/4/20,1.7519
2021/4/21,1.7019
2021/4/22,1.7519
2021/4/23,1.6519
2021/4/25,1.7279
2021/4/26,1.6519
2021/4/27,1.5519
2021/4/28,1.5019
2021/4/29,1.5492
2021/4/30,1.6292
2021/5/6,1.4807
2021/5/7,1.3862
2021/5/8,1.2862
2021/5/10,1.2732
2021/5/11,1.3232
2021/5/12,1.4232
2021/5/13,1.5333
2021/5/14,1.5577
2021/5/17,1.6977
2021/5/18,1.6977
2021/5/19,1.6037
2021/5/20,1.4977
2021/5/21,1.4871
2021/5/24,1.4977
2021/5/25,1.5277
2021/5/26,1.4824
2021/5/27,1.6094
2021/5/28,1.6566
2021/5/31,1.7566
2021/6/1,1.7054
2021/6/2,1.6954
2021/6/3,1.6454
2021/6/4,1.6001
2021/6/7,1.7201
2021/6/8,1.6801
2021/6/9,1.6556
2021/6/10,1.5456
2021/6/11,1.5028
2021/6/15,1.5956
2021/6/16,1.5456
2021/6/17,1.5067
2021/6/18,1.5067
2021/6/21,1.5456
2021/6/22,1.6456
2021/6/23,1.6
2021/6/24,1.53
2021/6/25,1.5
2021/6/28,1.51
2021/6/29,1.8584
2021/6/30,1.95
